,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,year,room_total,month
13589,2014-05-15,312500.0,2,1,880,6345,1,7,2014,3,5
13590,2014-05-13,370000.0,3,1,1650,8254,1,7,2014,4,5
13591,2014-06-19,1240000.0,4,3,3820,13224,2,10,2014,7,6
13592,2015-02-20,230000.0,3,1,1900,9630,1,8,2015,4,2
13593,2014-10-03,1275000.0,4,1,3720,8448,1,9,2014,5,10
13594,2014-08-20,294350.0,3,1,1410,5120,1,6,2014,4,8
13595,2014-10-13,208950.0,3,1,960,5700,1,5,2014,4,10
13596,2014-11-06,515000.0,2,1,1930,5570,1,8,2014,3,11
13597,2015-04-08,965000.0,4,2,3420,9575,2,11,2015,6,4
13598,2015-03-26,925000.0,4,2,3010,3400,2,9,2015,6,3
13599,2015-03-18,654500.0,4,1,1780,5000,1,8,2015,5,3
13600,2014-08-14,364000.0,4,2,2080,11050,1,8,2014,6,8
13601,2015-03-24,150000.0,2,1,1250,5208,1,7,2015,3,3
13602,2014-05-14,349950.0,5,3,2257,10117,1,8,2014,8,5
13603,2014-08-25,585000.0,3,1,1670,5000,1,7,2014,4,8
13604,2015-03-17,801501.0,4,2,2250,13500,2,9,2015,6,3
13605,2014-10-10,610000.0,3,1,1650,221720,1,7,2014,4,10
13606,2014-05-21,382000.0,5,2,2880,11965,2,8,2014,7,5
13607,2014-12-01,495000.0,4,3,3620,403693,2,9,2014,7,12
13608,2014-11-03,447500.0,3,1,1950,6504,1,8,2014,4,11
13609,2015-02-20,575000.0,4,2,2280,9491,1,7,2015,6,2
13610,2014-10-07,565000.0,2,1,1740,4736,1,7,2014,3,10
13611,2014-05-22,348580.0,3,1,1220,7876,1,7,2014,4,5
13612,2014-10-16,459000.0,4,1,2260,9703,1,8,2014,5,10
13613,2015-04-02,375000.0,4,2,1790,61419,2,7,2015,6,4
13614,2014-09-04,310000.0,4,2,2440,7093,2,7,2014,6,9
13615,2014-11-18,210000.0,3,1,1400,9600,1,7,2014,4,11
13616,2014-09-11,384205.0,3,2,1810,3292,2,8,2014,5,9
13617,2014-05-22,180000.0,2,1,1400,4500,1,7,2014,3,5
13618,2014-12-24,310000.0,2,1,1400,4500,1,7,2014,3,12
13619,2015-02-03,427500.0,4,2,2010,6294,2,7,2015,6,2
13620,2014-05-27,780000.0,3,3,2520,2152,1,8,2014,6,5
13621,2014-08-21,1762000.0,3,2,3060,16000,2,10,2014,5,8
13622,2015-03-03,339950.0,4,2,2150,4000,2,7,2015,6,3
13623,2014-07-01,820000.0,3,2,2880,9750,2,10,2014,5,7
13624,2014-09-24,398000.0,2,2,1300,3865,1,8,2014,4,9
13625,2014-06-02,492000.0,3,1,2770,39927,1,8,2014,4,6
13626,2015-01-08,240000.0,4,1,1780,14810,1,8,2015,5,1
13627,2014-06-09,599950.0,4,3,3730,15029,2,10,2014,7,6
13628,2014-07-16,105500.0,2,1,930,7740,1,5,2014,3,7
13629,2015-03-16,445000.0,2,1,930,7740,1,5,2015,3,3
13630,2014-09-11,390500.0,2,1,1460,426450,1,7,2014,3,9
13631,2015-02-24,255000.0,3,2,1310,8454,1,7,2015,5,2
13632,2014-06-26,675750.0,4,2,2770,10274,2,9,2014,6,6
13633,2014-07-01,1640000.0,3,3,3140,5445,2,10,2014,6,7
13634,2014-09-30,353500.0,4,2,1770,9239,2,7,2014,6,9
13635,2014-10-20,765000.0,3,1,1220,7585,1,7,2014,4,10
13636,2015-03-03,563500.0,4,2,2190,4944,2,8,2015,6,3
13637,2015-01-21,439000.0,4,2,1800,5465,1,7,2015,6,1
13638,2014-06-13,975000.0,5,2,3100,10014,1,9,2014,7,6
13639,2015-04-06,469900.0,3,2,2270,4399,2,7,2015,5,4
13640,2015-04-23,252000.0,3,1,1300,8184,2,6,2015,4,4
13641,2014-06-12,495000.0,3,2,1769,9300,1,7,2014,5,6
13642,2014-12-02,570000.0,6,2,3370,15625,1,8,2014,8,12
13643,2014-08-12,327000.0,4,2,1630,5361,2,7,2014,6,8
13644,2014-10-14,898000.0,2,2,2470,7658,1,8,2014,4,10
13645,2015-01-09,300000.0,4,2,2600,8572,2,8,2015,6,1
13646,2015-04-13,418500.0,3,2,1800,12440,1,8,2015,5,4
13647,2015-03-25,450000.0,4,2,2240,4616,2,7,2015,6,3
13648,2014-05-02,403000.0,3,2,1960,13100,1,8,2014,5,5
13649,2014-06-12,440000.0,3,1,1710,6556,1,7,2014,4,6
13650,2015-04-29,350000.0,4,1,2140,4959,1,7,2015,5,4
13651,2014-05-15,240000.0,3,2,1400,6200,1,6,2014,5,5
13652,2014-06-16,460000.0,2,1,890,2100,1,6,2014,3,6
13653,2014-09-19,825000.0,4,1,1820,4000,2,8,2014,5,9
13654,2015-02-26,267500.0,3,2,1860,12000,1,7,2015,5,2
13655,2014-09-04,201000.0,3,1,1220,22443,1,7,2014,4,9
13656,2014-06-17,479500.0,3,2,2300,4637,2,8,2014,5,6
13657,2015-04-02,210000.0,2,1,1520,4700,2,7,2015,3,4
13658,2014-06-08,445000.0,2,1,1440,3225,1,7,2014,3,6
13659,2014-07-14,265000.0,3,1,1170,8148,1,7,2014,4,7
13660,2014-11-11,399000.0,3,1,1170,8148,1,7,2014,4,11
13661,2014-10-10,785000.0,4,2,3200,53357,2,9,2014,6,10
13662,2014-06-23,831500.0,5,2,4470,35124,2,11,2014,7,6
13663,2015-04-03,360000.0,4,2,2570,4557,2,7,2015,6,4
13664,2015-04-23,655000.0,3,2,2370,7916,2,9,2015,5,4
13665,2015-05-04,449950.0,4,1,1800,10150,1,7,2015,5,5
13666,2015-04-29,612000.0,5,2,2300,7000,1,8,2015,7,4
13667,2014-07-29,575000.0,3,2,3240,33661,2,8,2014,5,7
13668,2015-02-12,557000.0,3,2,2280,18241,1,9,2015,5,2
13669,2015-01-28,375000.0,4,1,1870,12500,1,6,2015,5,1
13670,2015-02-27,369000.0,3,2,1820,99752,1,7,2015,5,2
13671,2015-04-20,330000.0,5,2,2390,6282,1,7,2015,7,4
13672,2015-04-27,1031000.0,4,1,2110,6708,1,8,2015,5,4
13673,2015-03-26,550000.0,2,1,980,4800,1,7,2015,3,3
13674,2014-11-10,338000.0,3,1,1250,7710,1,7,2014,4,11
13675,2014-07-31,1900000.0,4,2,3680,13351,2,9,2014,6,7
13676,2014-08-20,235000.0,3,1,2230,8163,1,7,2014,4,8
13677,2014-11-25,349950.0,1,1,1230,9300,1,6,2014,2,11
13678,2014-07-29,300000.0,5,2,2093,10350,1,7,2014,7,7
13679,2014-11-03,431000.0,3,1,1660,12865,1,7,2014,4,11
13680,2015-04-11,280000.0,5,2,1630,20750,1,7,2015,7,4
13681,2015-03-26,295000.0,4,2,1677,7209,2,7,2015,6,3
13682,2015-04-23,445000.0,4,2,2990,6383,2,7,2015,6,4
13683,2014-08-26,550000.0,5,1,2150,262231,1,7,2014,6,8
13684,2014-08-26,515000.0,4,2,2890,15067,2,9,2014,6,8
13685,2014-05-20,555000.0,3,2,3050,158558,1,9,2014,5,5
13686,2014-09-08,265000.0,3,2,1410,2500,2,7,2014,5,9
13687,2014-09-24,597000.0,4,2,2280,2432,2,8,2014,6,9
13688,2014-08-15,661000.0,2,1,1260,5800,1,7,2014,3,8
13689,2014-07-15,362764.0,3,2,1460,4350,2,7,2014,5,7
13690,2014-08-21,427000.0,4,2,1600,14000,1,8,2014,6,8
13691,2014-12-05,405000.0,3,1,2020,8531,1,7,2014,4,12
13692,2014-12-24,157000.0,3,1,1170,11530,1,7,2014,4,12
13693,2015-03-19,246500.0,3,1,1170,11530,1,7,2015,4,3
13694,2015-01-08,386500.0,2,1,1280,11071,1,7,2015,3,1
13695,2014-06-06,300000.0,4,2,2680,15508,2,8,2014,6,6
13696,2014-11-07,240000.0,3,1,1770,8571,1,8,2014,4,11
13697,2014-09-09,818500.0,5,3,4790,12957,2,9,2014,8,9
13698,2014-08-09,249000.0,3,1,1300,8500,1,7,2014,4,8
13699,2014-09-29,580000.0,4,2,2610,7700,1,8,2014,6,9
13700,2015-04-20,2340000.0,4,2,4500,35200,1,13,2015,6,4
13701,2014-09-26,333000.0,4,2,2100,7366,2,8,2014,6,9
13702,2014-08-23,230000.0,2,2,1340,7605,1,7,2014,4,8
13703,2015-02-13,360500.0,3,1,970,6180,1,6,2015,4,2
13704,2014-07-22,265000.0,3,1,2200,7200,1,8,2014,4,7
13705,2014-10-25,490000.0,2,1,990,5000,1,7,2014,3,10
13706,2015-05-06,600000.0,2,1,1180,5000,1,7,2015,3,5
13707,2014-09-15,307500.0,3,1,980,6530,1,7,2014,4,9
13708,2014-12-17,670000.0,4,2,2370,9636,1,8,2014,6,12
13709,2014-10-21,247200.0,3,1,1910,10583,1,7,2014,4,10
13710,2014-12-16,2600000.0,4,4,5270,12195,2,11,2014,8,12
13711,2014-08-20,440000.0,3,1,1430,8400,1,7,2014,4,8
13712,2015-05-06,700000.0,4,2,2490,7694,2,8,2015,6,5
13713,2015-03-11,756100.0,4,2,2000,8317,1,8,2015,6,3
13714,2014-10-20,555000.0,4,2,2600,19275,1,8,2014,6,10
13715,2015-04-24,830000.0,5,3,2880,3750,2,8,2015,8,4
13716,2014-12-12,180000.0,3,1,1010,8863,1,6,2014,4,12
13717,2014-10-06,775000.0,5,3,3290,5600,2,9,2014,8,10
13718,2014-08-05,220000.0,4,1,1530,18400,1,6,2014,5,8
13719,2014-07-24,650000.0,4,2,2020,15810,1,9,2014,6,7
13720,2014-12-24,410000.0,3,1,1340,9975,1,7,2014,4,12
13721,2014-10-21,339995.0,4,2,2180,5367,2,7,2014,6,10
13722,2015-02-19,1160000.0,5,1,2870,9680,1,9,2015,6,2
13723,2014-07-23,440000.0,3,2,2070,9697,2,7,2014,5,7
13724,2014-07-30,275000.0,2,1,930,7080,1,6,2014,3,7
13725,2014-08-29,766000.0,3,2,2270,9822,2,9,2014,5,8
13726,2014-07-10,231500.0,3,2,1630,7900,1,7,2014,5,7
13727,2014-12-29,472000.0,3,2,2770,89298,2,9,2014,5,12
13728,2014-08-08,1325000.0,4,2,4010,37076,2,12,2014,6,8
13729,2015-03-06,265000.0,4,1,1970,8390,1,7,2015,5,3
13730,2014-11-13,325000.0,2,1,790,6000,1,7,2014,3,11
13731,2014-07-29,364500.0,3,1,1740,8424,1,7,2014,4,7
13732,2015-01-29,322500.0,2,1,1130,8184,1,6,2015,3,1
13733,2015-04-16,338900.0,3,1,1180,4000,1,7,2015,4,4
13734,2014-06-13,910000.0,5,2,2350,4000,2,9,2014,7,6
13735,2015-04-24,1015000.0,5,2,2350,4000,2,9,2015,7,4
13736,2014-06-13,459950.0,3,1,1850,6869,1,6,2014,4,6
13737,2014-10-14,584950.0,4,3,3220,6224,1,9,2014,7,10
13738,2014-12-23,252000.0,3,1,2050,11313,1,7,2014,4,12
13739,2015-04-29,270000.0,3,2,1430,8470,1,7,2015,5,4
13740,2014-10-30,750000.0,4,2,3210,8938,2,10,2014,6,10
13741,2014-12-01,775000.0,3,1,3520,12350,1,8,2014,4,12
13742,2015-02-18,325000.0,3,2,2260,8120,2,8,2015,5,2
13743,2014-10-26,810000.0,5,3,3290,6422,2,9,2014,8,10
13744,2014-07-15,409000.0,2,2,1640,2128,2,8,2014,4,7
13745,2014-06-16,400000.0,4,1,1580,5340,1,7,2014,5,6
13746,2015-05-12,530000.0,4,2,1940,8270,2,7,2015,6,5
13747,2015-03-13,580000.0,3,2,1580,8506,2,7,2015,5,3
13748,2014-05-09,491300.0,3,1,1750,11340,1,7,2014,4,5
13749,2014-12-31,272000.0,4,2,1810,7350,1,7,2014,6,12
13750,2015-04-01,599950.0,3,2,1970,106722,1,9,2015,5,4
13751,2015-02-26,464000.0,3,2,1770,5146,2,8,2015,5,2
13752,2014-06-23,471001.0,3,1,1800,6000,1,7,2014,4,6
13753,2014-11-17,230000.0,3,1,1500,11616,1,7,2014,4,11
13754,2014-07-14,358000.0,3,1,940,6695,1,6,2014,4,7
13755,2014-08-20,510000.0,3,2,2340,6183,1,7,2014,5,8
13756,2014-07-22,86500.0,3,1,840,9480,1,6,2014,4,7
13757,2015-04-03,199950.0,3,1,840,9480,1,6,2015,4,4
13758,2014-06-16,1712500.0,3,3,2940,5432,3,10,2014,6,6
13759,2015-03-13,850000.0,3,2,3180,3680,2,9,2015,5,3
13760,2014-09-23,542000.0,4,2,2020,3440,1,7,2014,6,9
13761,2014-07-01,102500.0,2,1,820,4320,1,5,2014,3,7
13762,2015-04-01,718000.0,3,1,4060,136290,1,8,2015,4,4
13763,2014-12-22,625000.0,4,2,2660,22194,1,8,2014,6,12
13764,2014-05-23,350000.0,3,1,1010,11244,1,7,2014,4,5
13765,2015-02-09,216000.0,2,1,710,5120,1,6,2015,3,2
13766,2014-09-05,340000.0,3,1,980,7228,1,7,2014,4,9
13767,2014-11-14,505000.0,3,1,1100,5400,1,7,2014,4,11
13768,2015-05-13,372000.0,5,2,2840,6010,2,8,2015,7,5
13769,2014-09-04,263850.0,4,2,2300,7524,2,8,2014,6,9
13770,2014-09-03,1350000.0,4,3,5370,20388,2,11,2014,7,9
13771,2014-11-19,325000.0,4,2,2280,9899,2,8,2014,6,11
13772,2014-10-27,289000.0,2,1,1010,7740,1,6,2014,3,10
13773,2015-02-26,364000.0,3,2,1420,6600,1,7,2015,5,2
13774,2014-08-22,610000.0,4,2,2100,8800,1,8,2014,6,8
13775,2014-06-25,531500.0,4,2,3110,49765,1,8,2014,6,6
13776,2015-04-30,402500.0,3,2,2160,9540,2,8,2015,5,4
13777,2014-06-04,375000.0,2,1,820,6250,1,5,2014,3,6
13778,2015-01-26,537500.0,5,2,4340,9108,1,8,2015,7,1
13779,2014-07-31,375000.0,3,1,2100,9066,1,8,2014,4,7
13780,2014-08-20,293550.0,4,1,1250,8840,1,7,2014,5,8
13781,2015-01-20,585000.0,6,3,3870,43787,2,8,2015,9,1
13782,2014-08-12,225000.0,2,2,1360,2693,2,6,2014,4,8
13783,2015-01-08,185000.0,4,1,1400,8684,1,7,2015,5,1
13784,2014-06-17,402000.0,3,1,1450,7375,1,7,2014,4,6
13785,2015-04-09,585000.0,5,1,1880,16617,1,7,2015,6,4
13786,2014-06-17,549000.0,2,2,1380,953,3,9,2014,4,6
13787,2015-04-14,1810000.0,3,2,2910,15626,1,9,2015,5,4
13788,2015-04-06,345000.0,3,1,1380,10529,1,7,2015,4,4
13789,2014-11-17,302500.0,3,2,3100,11985,1,7,2014,5,11
13790,2014-10-14,218500.0,4,1,1400,25500,1,7,2014,5,10
13791,2014-10-01,705000.0,2,2,1650,6840,1,7,2014,4,10
13792,2015-04-28,191000.0,3,1,840,5525,1,6,2015,4,4
13793,2014-06-10,695000.0,3,2,2550,45254,2,9,2014,5,6
13794,2015-04-02,350000.0,2,2,2820,11770,2,7,2015,4,4
13795,2014-08-07,480000.0,3,1,1710,4080,1,7,2014,4,8
13796,2015-03-02,220000.0,3,1,820,5200,1,6,2015,4,3
13797,2014-10-29,535000.0,4,2,2620,33578,2,7,2014,6,10
13798,2014-05-19,1000000.0,2,1,2430,23400,1,10,2014,3,5
13799,2014-11-25,592000.0,3,1,1560,7424,1,8,2014,4,11
13800,2014-11-24,775000.0,4,2,3060,6826,2,9,2014,6,11
13801,2014-09-17,320000.0,3,2,1680,4584,2,7,2014,5,9
13802,2015-03-17,760000.0,3,3,3320,15022,2,10,2015,6,3
13803,2014-07-22,640000.0,3,2,2390,8315,2,9,2014,5,7
13804,2015-05-02,253200.0,3,1,1360,5840,1,5,2015,4,5
13805,2014-07-16,228000.0,2,1,1800,9236,1,7,2014,3,7
13806,2014-11-04,325000.0,3,1,1160,9525,1,7,2014,4,11
13807,2014-06-05,530000.0,4,3,4160,35654,2,8,2014,7,6
13808,2015-02-11,300000.0,4,2,1660,3200,2,7,2015,6,2
13809,2014-05-05,418000.0,3,2,1410,6030,1,7,2014,5,5
13810,2014-12-17,415000.0,4,1,2230,9625,1,8,2014,5,12
13811,2014-05-20,384000.0,3,2,1700,4000,2,7,2014,5,5
13812,2014-06-13,325000.0,3,2,2070,8337,2,8,2014,5,6
13813,2014-12-22,600000.0,3,1,2300,12682,1,8,2014,4,12
13814,2014-10-10,760000.0,4,2,3040,9690,1,9,2014,6,10
13815,2014-05-30,168000.0,2,1,1220,3568,1,8,2014,3,5
13816,2014-10-20,405000.0,3,1,960,3960,1,7,2014,4,10
13817,2015-05-04,479000.0,3,1,1480,10094,1,7,2015,4,5
13818,2014-08-26,549000.0,3,2,1560,5130,1,7,2014,5,8
13819,2014-12-09,215000.0,3,1,1100,33600,1,7,2014,4,12
13820,2015-01-29,550000.0,2,1,900,5750,1,7,2015,3,1
13821,2014-07-02,389000.0,4,1,2400,7700,1,7,2014,5,7
13822,2014-07-22,447500.0,3,2,2320,15024,2,8,2014,5,7
13823,2014-10-13,540000.0,5,3,2570,5590,1,8,2014,8,10
13824,2015-04-28,273500.0,4,2,1300,9638,1,7,2015,6,4
13825,2014-10-17,257000.0,5,2,2930,10148,2,9,2014,7,10
13826,2014-05-24,199000.0,2,1,720,7200,1,6,2014,3,5
13827,2015-03-04,339100.0,4,2,2350,10655,2,8,2015,6,3
13828,2014-12-23,435000.0,4,2,2940,7590,2,9,2014,6,12
13829,2014-07-11,400000.0,3,2,2020,3000,1,6,2014,5,7
13830,2014-11-24,356000.0,2,1,1430,365904,1,7,2014,3,11
13831,2015-04-06,395000.0,3,1,950,6951,1,7,2015,4,4
13832,2015-03-04,575000.0,2,1,1250,4320,1,7,2015,3,3
13833,2015-04-23,515000.0,3,1,1300,5120,1,6,2015,4,4
13834,2014-06-19,618250.0,4,3,2520,3360,1,8,2014,7,6
13835,2015-02-19,245000.0,3,1,1330,7125,2,7,2015,4,2
13836,2014-10-10,690000.0,3,2,2480,3240,1,9,2014,5,10
13837,2014-11-06,465000.0,5,2,3020,10010,1,7,2014,7,11
13838,2014-11-20,280000.0,3,1,1770,8240,1,7,2014,4,11
13839,2015-03-16,285000.0,3,1,1930,6533,1,7,2015,4,3
13840,2015-03-16,320000.0,3,2,1650,7047,2,7,2015,5,3
13841,2015-02-13,355000.0,4,3,2580,9601,2,7,2015,7,2
13842,2015-04-27,670000.0,3,2,2570,10078,1,8,2015,5,4
13843,2014-09-24,550000.0,1,1,2880,7560,1,7,2014,2,9
13844,2014-10-15,765000.0,4,2,2660,4500,1,8,2014,6,10
13845,2014-10-30,430000.0,3,1,1560,5225,1,7,2014,4,10
13846,2014-08-27,950000.0,3,2,3080,8448,2,9,2014,5,8
13847,2014-10-15,525000.0,4,1,2540,7200,1,7,2014,5,10
13848,2014-10-20,300000.0,6,2,3080,8163,1,7,2014,8,10
13849,2015-04-17,345000.0,3,2,2190,7258,2,8,2015,5,4
13850,2015-04-20,838000.0,3,3,2930,150945,2,8,2015,6,4
13851,2014-12-11,1795000.0,5,2,2880,20274,1,9,2014,7,12
13852,2015-03-27,390000.0,3,1,2160,98445,2,8,2015,4,3
13853,2014-06-25,1150000.0,3,2,2110,18815,2,7,2014,5,6
13854,2014-07-23,295000.0,4,2,1830,5720,2,7,2014,6,7
13855,2014-10-17,775000.0,4,4,3180,7650,2,8,2014,8,10
13856,2015-03-18,380000.0,3,2,1880,6047,2,8,2015,5,3
13857,2015-04-27,550000.0,3,1,1140,8180,1,7,2015,4,4
13858,2014-07-17,199900.0,5,1,1798,11232,1,7,2014,6,7
13859,2014-09-16,329900.0,3,1,1670,5209,1,7,2014,4,9
13860,2014-09-01,898000.0,3,2,2580,11060,1,8,2014,5,9
13861,2014-06-03,875000.0,4,2,3720,12384,1,8,2014,6,6
13862,2014-05-16,375000.0,4,2,2790,7956,2,9,2014,6,5
13863,2014-08-08,365000.0,3,2,2190,5091,2,8,2014,5,8
13864,2014-05-08,530000.0,4,2,2280,2850,1,7,2014,6,5
13865,2015-03-18,225500.0,3,1,1100,5200,1,6,2015,4,3
13866,2014-11-17,318000.0,4,2,2180,7000,1,8,2014,6,11
13867,2015-04-01,910000.0,4,2,2770,9798,2,9,2015,6,4
13868,2014-10-08,207000.0,3,1,1980,18730,1,7,2014,4,10
13869,2014-05-30,1886700.0,5,3,4180,17935,2,11,2014,8,5
13870,2014-09-05,624500.0,6,3,3030,31920,1,8,2014,9,9
13871,2014-06-04,640000.0,3,2,1690,1553,2,8,2014,5,6
13872,2015-04-10,500000.0,3,2,1990,65340,2,8,2015,5,4
13873,2015-03-04,390000.0,5,1,2250,8970,1,7,2015,6,3
13874,2014-07-29,284000.0,3,2,2080,2050,1,7,2014,5,7
13875,2014-06-26,620000.0,3,2,2460,41343,1,8,2014,5,6
13876,2015-03-17,306000.0,3,2,2588,5702,2,8,2015,5,3
13877,2014-09-19,495000.0,4,1,2570,12039,1,8,2014,5,9
13878,2014-06-05,499950.0,3,2,2370,12753,2,7,2014,5,6
13879,2014-11-10,330000.0,3,1,1070,10563,1,7,2014,4,11
13880,2014-05-13,665000.0,3,2,1940,5820,1,7,2014,5,5
13881,2014-06-30,850000.0,3,2,2650,2387,2,8,2014,5,6
13882,2014-09-11,599950.0,4,2,2290,6318,2,8,2014,6,9
13883,2014-10-22,360000.0,4,2,2050,9143,2,8,2014,6,10
13884,2014-08-27,699000.0,3,2,2680,5497,2,9,2014,5,8
13885,2015-03-13,475000.0,3,1,1520,8100,1,6,2015,4,3
13886,2014-12-03,575000.0,3,2,2690,435600,2,8,2014,5,12
13887,2014-05-27,345000.0,2,1,1180,844,2,7,2014,3,5
13888,2015-04-30,367950.0,4,2,3030,9500,2,8,2015,6,4
13889,2014-06-25,374500.0,3,2,1400,11400,2,8,2014,5,6
13890,2014-08-04,607500.0,4,2,3000,8100,2,8,2014,6,8
13891,2014-05-30,374000.0,3,1,1200,9800,1,7,2014,4,5
13892,2014-09-03,390000.0,3,1,1000,6947,1,7,2014,4,9
13893,2015-04-07,705000.0,4,3,2740,5339,2,9,2015,7,4
13894,2014-10-29,467000.0,3,2,1990,4978,2,8,2014,5,10
13895,2014-08-14,243500.0,3,3,2110,7794,1,6,2014,6,8
13896,2014-07-07,593000.0,3,2,1830,1850,2,10,2014,5,7
13897,2014-11-14,223000.0,3,1,940,7980,1,6,2014,4,11
13898,2015-04-20,574000.0,4,2,2980,10179,2,9,2015,6,4
13899,2014-06-04,400000.0,3,2,2260,11305,1,7,2014,5,6
13900,2014-11-03,772000.0,4,2,3470,70131,1,8,2014,6,11
13901,2015-05-01,593777.0,3,1,1510,10450,1,7,2015,4,5
13902,2014-12-23,539500.0,4,3,2710,5722,2,8,2014,7,12
13903,2015-04-01,550000.0,3,2,2080,2625,2,8,2015,5,4
13904,2014-06-30,265000.0,2,2,1860,10856,1,8,2014,4,6
13905,2014-10-02,428000.0,3,1,2120,9350,1,7,2014,4,10
13906,2015-04-28,505000.0,3,2,1110,8375,1,7,2015,5,4
13907,2014-07-01,925000.0,5,5,5190,12637,2,11,2014,10,7
13908,2015-01-02,230000.0,3,1,1520,15344,1,8,2015,4,1
13909,2014-08-20,695000.0,4,2,2650,9990,2,10,2014,6,8
13910,2015-04-14,700000.0,4,2,3350,7857,2,9,2015,6,4
13911,2015-04-25,712500.0,3,1,1770,2800,1,7,2015,4,4
13912,2015-04-03,480000.0,3,2,2200,4692,2,8,2015,5,4
13913,2014-09-22,470000.0,3,2,2000,8424,1,7,2014,5,9
13914,2014-07-24,335000.0,3,1,1730,15003,1,7,2014,4,7
13915,2015-04-17,270000.0,3,1,1300,7907,1,7,2015,4,4
13916,2015-03-24,810000.0,5,3,2950,67475,1,8,2015,8,3
13917,2014-08-12,589000.0,3,3,1720,954,3,8,2014,6,8
13918,2014-09-26,415000.0,2,1,880,4558,1,7,2014,3,9
13919,2015-03-11,197000.0,4,2,1790,13200,1,7,2015,6,3
13920,2014-08-25,235500.0,3,1,1380,7600,1,7,2014,4,8
13921,2015-04-07,460000.0,3,2,1530,1840,2,8,2015,5,4
13922,2014-10-29,572500.0,5,1,2330,4947,1,8,2014,6,10
13923,2014-09-24,302000.0,5,2,1540,9629,1,7,2014,7,9
13924,2014-08-13,870000.0,3,2,3210,8630,2,10,2014,5,8
13925,2014-10-07,485000.0,3,1,1130,5758,1,7,2014,4,10
13926,2015-02-05,240000.0,3,2,1460,7526,1,7,2015,5,2
13927,2014-10-22,383000.0,3,1,1410,7215,1,7,2014,4,10
13928,2014-06-26,750000.0,4,2,1750,5080,1,8,2014,6,6
13929,2014-06-03,409950.0,2,1,1370,5125,1,6,2014,3,6
13930,2014-05-21,246000.0,3,1,1780,23819,1,7,2014,4,5
13931,2015-04-03,860000.0,4,1,1890,4500,2,7,2015,5,4
13932,2014-05-07,339950.0,3,2,1630,12295,2,7,2014,5,5
13933,2014-05-09,315000.0,5,1,2320,8100,1,7,2014,6,5
13934,2014-08-13,698000.0,3,2,2580,4636,2,9,2014,5,8
13935,2014-08-22,419000.0,2,2,1470,2034,2,8,2014,4,8
13936,2015-01-22,372000.0,3,1,2298,10140,1,7,2015,4,1
13937,2014-09-11,425000.0,3,2,1960,4709,2,7,2014,5,9
13938,2014-07-24,386500.0,3,2,2950,8036,1,8,2014,5,7
13939,2014-11-17,348000.0,2,1,670,7312,1,5,2014,3,11
13940,2015-04-24,754000.0,5,3,3020,15305,2,10,2015,8,4
13941,2014-12-15,269950.0,4,3,2390,7309,2,7,2014,7,12
13942,2014-12-11,891500.0,3,2,3090,20785,2,10,2014,5,12
13943,2014-10-09,349950.0,4,1,1780,5000,1,7,2014,5,10
13944,2014-05-09,360000.0,2,1,1420,81892,1,7,2014,3,5
13945,2014-12-09,975000.0,4,2,2420,15482,2,8,2014,6,12
13946,2014-05-05,449250.0,4,2,1480,3844,1,7,2014,6,5
13947,2014-12-01,350000.0,4,2,2190,3850,2,7,2014,6,12
13948,2015-04-01,790000.0,4,1,1820,6137,1,7,2015,5,4
13949,2014-09-09,990000.0,3,1,1810,24586,1,9,2014,4,9
13950,2014-12-01,834000.0,3,2,2550,4089,2,9,2014,5,12
13951,2014-08-14,466950.0,3,1,1360,3880,1,7,2014,4,8
13952,2014-07-17,262500.0,3,1,2259,26831,1,7,2014,4,7
13953,2014-05-06,762300.0,4,2,3880,14550,2,10,2014,6,5
13954,2015-01-26,733000.0,6,2,2730,5000,1,8,2015,8,1
13955,2015-04-14,439000.0,4,2,2800,17279,1,7,2015,6,4
13956,2014-11-12,1160000.0,5,3,4290,7019,2,10,2014,8,11
13957,2014-10-08,420000.0,3,2,1770,3993,2,8,2014,5,10
13958,2014-07-18,549000.0,3,2,1920,10961,2,8,2014,5,7
13959,2014-08-26,518000.0,4,2,2320,4000,1,8,2014,6,8
13960,2014-06-03,695000.0,4,2,2961,12146,2,9,2014,6,6
13961,2015-01-05,485000.0,3,2,1680,7385,2,8,2015,5,1
13962,2014-06-03,280000.0,3,1,1590,27200,1,6,2014,4,6
13963,2015-05-07,306500.0,2,1,1420,16400,1,6,2015,3,5
13964,2015-03-21,720000.0,2,1,1370,9460,1,6,2015,3,3
13965,2014-11-18,277500.0,3,2,2620,4558,2,7,2014,5,11
13966,2014-09-05,649000.0,3,2,1810,17006,2,8,2014,5,9
13967,2015-03-03,3395000.0,4,3,4730,47870,1,10,2015,7,3
13968,2014-05-14,267800.0,2,1,700,6000,1,6,2014,3,5
13969,2015-03-25,625000.0,4,2,2390,6979,2,8,2015,6,3
13970,2014-09-17,600000.0,4,2,2070,8127,1,9,2014,6,9
13971,2014-10-17,395000.0,4,2,1780,8149,1,7,2014,6,10
13972,2015-04-27,212000.0,4,2,1900,21780,1,7,2015,6,4
13973,2014-12-12,425000.0,2,1,1040,4040,1,7,2014,3,12
13974,2015-05-11,870000.0,4,1,2370,5000,1,8,2015,5,5
13975,2015-03-25,420000.0,3,2,1970,3667,2,7,2015,5,3
